Video_URL,Video_Name
https://www.youtube.com/watch?v=hmDBcdln3V8,WHOLE HOUSE CLEAN WITH ME 2018 :: EXTREME CLEANING MOTIVATION :: CLEANING FOR VACATION
https://www.youtube.com/watch?v=DbNngb3DzIw,EXTREME CLEAN WITH ME AFTER DARK :: CLEANING MOTIVATION :: AFTER HOURS CLEANING ROUTINE
https://www.youtube.com/watch?v=NtyZD99itKE,ULTIMATE CLEAN WITH ME 2018 :: CLEAN & DECORATE FOR SUMMER :: EXTREME CLEANING MOTIVATION
https://www.youtube.com/watch?v=4uMBINlVubQ,AFTER DARK CLEAN WITH ME :: EXTREME CLEANING MOTIVATION :: SAHM CLEANING ROUTINE 2018
https://www.youtube.com/watch?v=EpKnGw2B8lM,CLEAN WITH ME 2018 :: MASTER BEDROOM & BATHROOM CLEANING MOTIVATION :: MONDAY CLEANING ROUTINE
https://www.youtube.com/watch?v=ysaCcIEHKaY,CLEAN WITH ME 2018 :: CLEANING MOTIVATION :: AFTER GUESTS CLEANING ROUTINE
https://www.youtube.com/watch?v=07a_Am5nHao,RELAXING CLEAN WITH ME :: CLEANING MOTIVATION :: SAHM CLEANING ROUTINE 2018
https://www.youtube.com/watch?v=zTcPGZsvGC0,30 MINUTE CLEAN WITH ME :: CLEANING MOTIVATION :: SAHM CLEANING ROUTINE
https://www.youtube.com/watch?v=SEtlNQqDV-A,CLEAN WITH ME :: CLEANING MOTIVATION :: SAHM CLEANING ROUTINE
https://www.youtube.com/watch?v=EjTyc38wR48,RELAXING AFTER DARK CLEAN WITH ME :: CLEANING MOTIVATION :: SAHM CLEANING ROUTINE
https://www.youtube.com/watch?v=k4gIpSekX6w,CLEAN WITH ME :: FAMILY EDITION :: SAHM CLEANING MOTIVATION
https://www.youtube.com/watch?v=3bJkTtIlGXg,NEW HOUSE CLEANING ROUTINE :: CLEANING MOTIVATION :: SAHM CLEANING ROUTINE
https://www.youtube.com/watch?v=pSEKvNa4Apk,MY FAVORITE NATURAL & NON-TOXIC CLEANING PRODUCTS :: JANUARY 2018
https://www.youtube.com/watch?v=0yNurs4bsrw,EXTREME CLEANING MOTIVATION :: CLEANING TO SELL OUR HOME :: MONDAY MOTIVATION
https://www.youtube.com/watch?v=XE1E44m2mi8,GOODBYE CHRISTMAS :: PUTTING AWAY CHRISTMAS DECOR :: TAKING DOWN OUR TREE
https://www.youtube.com/watch?v=ZgR5uAXb5bM,MONDAY MOTIVATION :: RELAXING AFTER DARK CLEAN WITH ME :: CLEANING MOTIVATION
https://www.youtube.com/watch?v=t_la2FCFOeg,CLEAN WITH ME :: CLEANING MOTIVATION FOR AFTER THE WEEKEND
https://www.youtube.com/watch?v=zImEWgKgsSg,GET YOUR HOME SMELLING AMAZING :: CLEAN WITH ME :: TIPS & HACKS
https://www.youtube.com/watch?v=PyGx3Wn7GN4,AFTER THANKSGIVING :: HOLIDAY CLEAN WITH ME :: CLEANING MOTIVATION
https://www.youtube.com/watch?v=2PLcluaKoho,CLEANING MOTIVATION :: CLEANING FOR THE HOLIDAYS :: SPEED CLEAN WITH ME
https://www.youtube.com/watch?v=AkHa_YbhDpQ,CLEAN WITH ME :: DEEP CLEAN MY KITCHEN :: SAHM CLEANING ROUTINE
https://www.youtube.com/watch?v=EKa6aAA1eo0,MY WEEKLY CLEANING ROUTINE :: CLEANING MOTIVATION :: SPEED CLEAN WITH ME
https://www.youtube.com/watch?v=gFUQp-3UFss,POWER HOUR :: CLEANING MOTIVATION :: SPEED CLEAN WITH ME
https://www.youtube.com/watch?v=qLNoLfrk2XI,MY NIGHT TIME CLEANING ROUTINE :: SPEED CLEAN WITH ME :: MOTIVATION
https://www.youtube.com/watch?v=rWpkfP6oFAA,AFTER DARK POWER HOUR :: CLEAN WITH ME :: CLEANING MOTIVATION
https://www.youtube.com/watch?v=zgGQeUd4nag,CLEAN WITH ME :: SAHM MORNING CLEANING ROUTINE :: CLEANING MOTIVATION
https://www.youtube.com/watch?v=-PpwXkQsLlU,CLEAN MY ENTIRE HOUSE :: SPEED CLEAN WITH ME :: CLEANING MOTIVATION
